Protein_ID	Annotation
Dcor_evm.model.hic_scaffold_7_pilon.1197	tubby-related protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1198	PREDICTED: mucin-5AC-like isoform X1
Dcor_evm.model.hic_scaffold_7_pilon.1199	Trypsin-3
Dcor_evm.model.hic_scaffold_7_pilon.12	uncharacterized protein LOC111414878 isoform X1
Dcor_evm.model.hic_scaffold_7_pilon.120	Probable histone-lysine N-methyltransferase CG1716
Dcor_evm.model.hic_scaffold_7_pilon.1200	Trypsin-1
Dcor_evm.model.hic_scaffold_7_pilon.1201	PREDICTED: uncharacterized protein LOC108563077
Dcor_evm.model.hic_scaffold_7_pilon.1202	Protein nessun dorma
Dcor_evm.model.hic_scaffold_7_pilon.1203	Dynamin-1-like protein
Dcor_evm.model.hic_scaffold_7_pilon.1204	PREDICTED: gastrula zinc finger protein XlCGF7.1-like
Dcor_evm.model.hic_scaffold_7_pilon.1205	Cysteine protease ATG4A
Dcor_evm.model.hic_scaffold_7_pilon.1206	Protein phosphatase 1L
Dcor_evm.model.hic_scaffold_7_pilon.1207	Dedicator of cytokinesis protein 11
Dcor_evm.model.hic_scaffold_7_pilon.1208	Hydrocephalus-inducing protein
Dcor_evm.model.hic_scaffold_7_pilon.1209	PREDICTED: uncharacterized protein LOC108569384
Dcor_evm.model.hic_scaffold_7_pilon.121	39S ribosomal protein L3, mitochondrial 
Dcor_evm.model.hic_scaffold_7_pilon.1210	Inosine-uridine preferring nucleoside hydrolase
Dcor_evm.model.hic_scaffold_7_pilon.1211	60S ribosomal protein L35
Dcor_evm.model.hic_scaffold_7_pilon.1212	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1213	putative ATP dependent RNA helicase DDX23
Dcor_evm.model.hic_scaffold_7_pilon.1214	Probable ATP-dependent RNA helicase DDX23
Dcor_evm.model.hic_scaffold_7_pilon.1215	Golgin subfamily A member 2
Dcor_evm.model.hic_scaffold_7_pilon.1216	Tectonin beta-propeller repeat-containing protein
Dcor_evm.model.hic_scaffold_7_pilon.1217	Protein outspread
Dcor_evm.model.hic_scaffold_7_pilon.1218	Transmembrane protein 11 homolog, mitochondrial
Dcor_evm.model.hic_scaffold_7_pilon.1219	Dehydrogenase/reductase SDR family protein 7-like
Dcor_evm.model.hic_scaffold_7_pilon.122	PREDICTED: uncharacterized protein LOC108569125 isoform X1
Dcor_evm.model.hic_scaffold_7_pilon.1220	Venom dipeptidyl peptidase 4
Dcor_evm.model.hic_scaffold_7_pilon.1221	hypothetical protein BDFB_011007
Dcor_evm.model.hic_scaffold_7_pilon.1222	Laccase-5
Dcor_evm.model.hic_scaffold_7_pilon.1223	Activating signal cointegrator 1 complex subunit 1
Dcor_evm.model.hic_scaffold_7_pilon.1224	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1225	Probable tRNA(His) guanylyltransferase 
Dcor_evm.model.hic_scaffold_7_pilon.1226	Adenosylhomocysteinase
Dcor_evm.model.hic_scaffold_7_pilon.1227	V-type proton ATPase subunit d
Dcor_evm.model.hic_scaffold_7_pilon.1228	PREDICTED: uncharacterized protein LOC108556391
Dcor_evm.model.hic_scaffold_7_pilon.1229	PREDICTED: uncharacterized protein LOC108556409 isoform X3
Dcor_evm.model.hic_scaffold_7_pilon.123	GRIP and coiled-coil domain-containing protein 2
Dcor_evm.model.hic_scaffold_7_pilon.1230	CD109 antigen
Dcor_evm.model.hic_scaffold_7_pilon.1231	Probable small nuclear ribonucleoprotein Sm D2
Dcor_evm.model.hic_scaffold_7_pilon.1232	D-3-phosphoglycerate dehydrogenase
Dcor_evm.model.hic_scaffold_7_pilon.1233	28S ribosomal protein S22, mitochondrial
Dcor_evm.model.hic_scaffold_7_pilon.1234	Integrator complex subunit 4
Dcor_evm.model.hic_scaffold_7_pilon.1235	Integrator complex subunit 4
Dcor_evm.model.hic_scaffold_7_pilon.1236	Protein tramtrack, beta isoform
Dcor_evm.model.hic_scaffold_7_pilon.1237	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1238	Follicle cell protein 3C-1
Dcor_evm.model.hic_scaffold_7_pilon.1239	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.124	Transcription termination factor 3, mitochondrial
Dcor_evm.model.hic_scaffold_7_pilon.1240	hypothetical protein evm_010589
Dcor_evm.model.hic_scaffold_7_pilon.1241	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1242	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1243	PREDICTED: uncharacterized protein LOC660232
Dcor_evm.model.hic_scaffold_7_pilon.1244	Dynein regulatory complex protein 9
Dcor_evm.model.hic_scaffold_7_pilon.1245	Mitochondrial chaperone BCS1
Dcor_evm.model.hic_scaffold_7_pilon.1246	Meiotic recombination protein SPO11
Dcor_evm.model.hic_scaffold_7_pilon.1247	Laprotein homolog
Dcor_evm.model.hic_scaffold_7_pilon.1248	NFX1-type zinc finger-containing protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1249	Ubiquitin carboxyl-terminal hydrolase CYLD
Dcor_evm.model.hic_scaffold_7_pilon.125	Endoplasmic reticulum-Golgi intermediate compartment protein 3
Dcor_evm.model.hic_scaffold_7_pilon.1250	Repressor of RNA polymerase III transcription MAF1 homolog
Dcor_evm.model.hic_scaffold_7_pilon.1251	PREDICTED: uncharacterized protein LOC108561039
Dcor_evm.model.hic_scaffold_7_pilon.1252	RanBP-type and C3HC4-type zinc finger-containing protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1253	Small nuclear ribonucleoprotein-associated protein B
Dcor_evm.model.hic_scaffold_7_pilon.1254	PREDICTED: Krueppel homolog 1-like isoform X1
Dcor_evm.model.hic_scaffold_7_pilon.1255	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase
Dcor_evm.model.hic_scaffold_7_pilon.1256	Transcription initiation factor TFIID subunit 10
Dcor_evm.model.hic_scaffold_7_pilon.1257	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P
Dcor_evm.model.hic_scaffold_7_pilon.1258	UPF0428 protein CXorf56 homolog
Dcor_evm.model.hic_scaffold_7_pilon.1259	Autophagy-related protein 9A
Dcor_evm.model.hic_scaffold_7_pilon.126	C-type lectin 37Db
Dcor_evm.model.hic_scaffold_7_pilon.1260	Golgi reassembly-stacking protein 2
Dcor_evm.model.hic_scaffold_7_pilon.1261	cGMP-dependent protein kinase egl-4
Dcor_evm.model.hic_scaffold_7_pilon.1262	cAMP-dependent protein kinase type 1
Dcor_evm.model.hic_scaffold_7_pilon.1263	cGMP-dependent protein kinase, isozyme 1
Dcor_evm.model.hic_scaffold_7_pilon.1264	60S ribosomal protein L13a
Dcor_evm.model.hic_scaffold_7_pilon.1265	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like 
Dcor_evm.model.hic_scaffold_7_pilon.1266	Mitochondrial fission 1 protein
Dcor_evm.model.hic_scaffold_7_pilon.1267	E3 ubiquitin-protein ligase TRAIP
Dcor_evm.model.hic_scaffold_7_pilon.1268	Transmembrane protein 242
Dcor_evm.model.hic_scaffold_7_pilon.1269	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like 
Dcor_evm.model.hic_scaffold_7_pilon.127	Reactive oxygen species modulator 1
Dcor_evm.model.hic_scaffold_7_pilon.1270	uncharacterized protein LOC108735006 isoform X1
Dcor_evm.model.hic_scaffold_7_pilon.1271	Potassium voltage-gated channel subfamily H member 6
Dcor_evm.model.hic_scaffold_7_pilon.1272	PREDICTED: cuticle protein 21-like
Dcor_evm.model.hic_scaffold_7_pilon.1273	Adult-specific cuticular protein ACP-20
Dcor_evm.model.hic_scaffold_7_pilon.1274	Cuticle protein
Dcor_evm.model.hic_scaffold_7_pilon.1275	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1276	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1277	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1278	PREDICTED: uncharacterized protein LOC108564431
Dcor_evm.model.hic_scaffold_7_pilon.1279	PREDICTED: uncharacterized protein LOC108564433 isoform X3
Dcor_evm.model.hic_scaffold_7_pilon.128	Endoplasmic reticulum-Golgi intermediate compartment protein 3
Dcor_evm.model.hic_scaffold_7_pilon.1280	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1281	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1282	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1283	Adult-specific cuticular protein ACP-20
Dcor_evm.model.hic_scaffold_7_pilon.1284	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1285	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1286	Adult-specific cuticular protein ACP-20
Dcor_evm.model.hic_scaffold_7_pilon.1287	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1288	PREDICTED: glutamate receptor 2-like
Dcor_evm.model.hic_scaffold_7_pilon.1289	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.129	WD repeat and FYVE domain-containing protein 2
Dcor_evm.model.hic_scaffold_7_pilon.1290	Adult-specific cuticular protein ACP-20
Dcor_evm.model.hic_scaffold_7_pilon.1291	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1292	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1293	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1294	Cuticle protein 19
Dcor_evm.model.hic_scaffold_7_pilon.1295	Adult-specific cuticular protein ACP-20
Dcor_evm.model.hic_scaffold_7_pilon.1296	Adult-specific cuticular protein ACP-20
Dcor_evm.model.hic_scaffold_7_pilon.1297	Frizzled-1
Dcor_evm.model.hic_scaffold_7_pilon.1298	Frizzled-7
Dcor_evm.model.hic_scaffold_7_pilon.1299	Protein FAM210B, mitochondrial
Dcor_evm.model.hic_scaffold_7_pilon.13	PREDICTED: uncharacterized protein LOC108559066
Dcor_evm.model.hic_scaffold_7_pilon.130	Exocyst complex component 8
Dcor_evm.model.hic_scaffold_7_pilon.1300	Thiamine transporter 2
Dcor_evm.model.hic_scaffold_7_pilon.1301	Solute carrier family 12 member 9
Dcor_evm.model.hic_scaffold_7_pilon.1302	Solute carrier family 12 member 9
Dcor_evm.model.hic_scaffold_7_pilon.1303	GPI transamidase component PIG-T
Dcor_evm.model.hic_scaffold_7_pilon.1304	Phosphatidate cytidylyltransferase, photoreceptor-specific
Dcor_evm.model.hic_scaffold_7_pilon.1305	Solute carrier family 35 member E2A
Dcor_evm.model.hic_scaffold_7_pilon.1306	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1307	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1308	Uncharacterized MFS-type transporter C09D4.1
Dcor_evm.model.hic_scaffold_7_pilon.1309	PDZ and LIM domain protein Zasp
Dcor_evm.model.hic_scaffold_7_pilon.131	Sperm-associated antigen 7
Dcor_evm.model.hic_scaffold_7_pilon.1310	Probable tubulin polyglutamylase TTLL2
Dcor_evm.model.hic_scaffold_7_pilon.1311	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1312	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1313	Cytochrome P450 4C1
Dcor_evm.model.hic_scaffold_7_pilon.1314	Cytochrome P450 4C1
Dcor_evm.model.hic_scaffold_7_pilon.1315	hypothetical protein LSTR_LSTR014053
Dcor_evm.model.hic_scaffold_7_pilon.1316	PREDICTED: cell surface glycoprotein 1
Dcor_evm.model.hic_scaffold_7_pilon.1317	hypothetical protein EOD39_16177
Dcor_evm.model.hic_scaffold_7_pilon.1318	Neural Wiskott-Aldrich syndrome protein
Dcor_evm.model.hic_scaffold_7_pilon.1319	Homocysteine S-methyltransferase YbgG
Dcor_evm.model.hic_scaffold_7_pilon.132	Ero1-like protein
Dcor_evm.model.hic_scaffold_7_pilon.1320	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1321	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1322	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1323	Dipeptidase 1
Dcor_evm.model.hic_scaffold_7_pilon.1324	Dipeptidase 1
Dcor_evm.model.hic_scaffold_7_pilon.1325	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1326	Nuclear fragile X mental retardation-interacting protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1327	Cell division control protein 6 homolog
Dcor_evm.model.hic_scaffold_7_pilon.1328	Zinc finger protein DZIP1L
Dcor_evm.model.hic_scaffold_7_pilon.1329	Beta-1,3-galactosyltransferase 6
Dcor_evm.model.hic_scaffold_7_pilon.133	Trifunctional enzyme subunit alpha, mitochondrial
Dcor_evm.model.hic_scaffold_7_pilon.1330	Origin recognition complex subunit 3
Dcor_evm.model.hic_scaffold_7_pilon.1331	T-related protein
Dcor_evm.model.hic_scaffold_7_pilon.1332	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1333	PR domain zinc finger protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1334	PREDICTED: uncharacterized protein LOC109532806
Dcor_evm.model.hic_scaffold_7_pilon.1335	Sphingomyelin synthase-related 1
Dcor_evm.model.hic_scaffold_7_pilon.1336	PREDICTED: tail-anchored protein insertion receptor WRB
Dcor_evm.model.hic_scaffold_7_pilon.1337	Mediator of RNA polymerase II transcription subunit 15
Dcor_evm.model.hic_scaffold_7_pilon.1338	Calcyphosin-like protein
Dcor_evm.model.hic_scaffold_7_pilon.1339	PREDICTED: probable RNA polymerase II nuclear localization protein SLC7A6OS
Dcor_evm.model.hic_scaffold_7_pilon.134	Protein abnormal spindle
Dcor_evm.model.hic_scaffold_7_pilon.1340	mRNA cap guanine-N7 methyltransferase
Dcor_evm.model.hic_scaffold_7_pilon.1341	Xyloside xylosyltransferase 1
Dcor_evm.model.hic_scaffold_7_pilon.1342	Filamin-C
Dcor_evm.model.hic_scaffold_7_pilon.1343	E3 ubiquitin-protein ligase MIB2
Dcor_evm.model.hic_scaffold_7_pilon.1344	Alpha-mannosidase 2 
Dcor_evm.model.hic_scaffold_7_pilon.1345	Aquaporin-4
Dcor_evm.model.hic_scaffold_7_pilon.1346	Aquaporin-4
Dcor_evm.model.hic_scaffold_7_pilon.1347	Aquaporin AQPAe.a
Dcor_evm.model.hic_scaffold_7_pilon.1348	Protein lin-28 homolog
Dcor_evm.model.hic_scaffold_7_pilon.1349	Cyclin-Y-like protein 1
Dcor_evm.model.hic_scaffold_7_pilon.135	Junctophilin-2
Dcor_evm.model.hic_scaffold_7_pilon.1350	Protein brambleberry
Dcor_evm.model.hic_scaffold_7_pilon.1351	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1352	Protein SMG8
Dcor_evm.model.hic_scaffold_7_pilon.1353	Tribbles homolog 2
Dcor_evm.model.hic_scaffold_7_pilon.1354	PREDICTED: chromatin complexes subunit BAP18 isoform X2
Dcor_evm.model.hic_scaffold_7_pilon.1355	Probable RNA methyltransferase CG11342
Dcor_evm.model.hic_scaffold_7_pilon.1356	Probable RNA methyltransferase CG11342
Dcor_evm.model.hic_scaffold_7_pilon.1357	Enteropeptidase
Dcor_evm.model.hic_scaffold_7_pilon.1358	PREDICTED: uncharacterized protein LOC108564278
Dcor_evm.model.hic_scaffold_7_pilon.1359	PREDICTED: cadherin-4-like
Dcor_evm.model.hic_scaffold_7_pilon.136	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1
Dcor_evm.model.hic_scaffold_7_pilon.1360	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1361	PREDICTED: leucine-rich repeat-containing protein 15-like
Dcor_evm.model.hic_scaffold_7_pilon.1362	Sperm-tail PG-rich repeat-containing protein 2
Dcor_evm.model.hic_scaffold_7_pilon.1363	PREDICTED: uncharacterized protein LOC108561472
Dcor_evm.model.hic_scaffold_7_pilon.1364	PREDICTED: uncharacterized protein LOC108561472
Dcor_evm.model.hic_scaffold_7_pilon.1365	PREDICTED: uncharacterized protein LOC108561472
Dcor_evm.model.hic_scaffold_7_pilon.1366	PREDICTED: uncharacterized protein LOC108561472
Dcor_evm.model.hic_scaffold_7_pilon.1367	Netrin receptor UNC5B
Dcor_evm.model.hic_scaffold_7_pilon.1368	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1369	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.137	Protein FAM13A
Dcor_evm.model.hic_scaffold_7_pilon.1370	Neuralized-like protein 4
Dcor_evm.model.hic_scaffold_7_pilon.1371	Guanine nucleotide-binding protein subunit beta-2
Dcor_evm.model.hic_scaffold_7_pilon.1372	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3-like
Dcor_evm.model.hic_scaffold_7_pilon.1373	uncharacterized protein LUCCR_194460
Dcor_evm.model.hic_scaffold_7_pilon.1374	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1375	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1376	uncharacterized protein LUCCR_194460
Dcor_evm.model.hic_scaffold_7_pilon.1377	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1378	Protein big brother
Dcor_evm.model.hic_scaffold_7_pilon.1379	Protein big brother
Dcor_evm.model.hic_scaffold_7_pilon.138	Storkhead-box protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1380	Katanin p80 WD40 repeat-containing subunit B1
Dcor_evm.model.hic_scaffold_7_pilon.1381	Mannose-P-dolichol utilization defect 1 protein homolog
Dcor_evm.model.hic_scaffold_7_pilon.1382	Cytoplasmic protein NCK1
Dcor_evm.model.hic_scaffold_7_pilon.1383	DNA-directed RNA polymerase II subunit RPB3
Dcor_evm.model.hic_scaffold_7_pilon.1384	PREDICTED: uncharacterized protein LOC103314913
Dcor_evm.model.hic_scaffold_7_pilon.1385	Maestro heat-like repeat-containing protein family member 1
Dcor_evm.model.hic_scaffold_7_pilon.1386	Connector enhancer of kinase suppressor of ras 2
Dcor_evm.model.hic_scaffold_7_pilon.1387	Vitamin K-dependent gamma-carboxylase
Dcor_evm.model.hic_scaffold_7_pilon.1388	DNA polymerase delta small subunit
Dcor_evm.model.hic_scaffold_7_pilon.1389	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial 
Dcor_evm.model.hic_scaffold_7_pilon.139	DNA N6-methyl adenine demethylase
Dcor_evm.model.hic_scaffold_7_pilon.1390	Trafficking protein particle complex subunit 3
Dcor_evm.model.hic_scaffold_7_pilon.1391	Cdc42 homolog 
Dcor_evm.model.hic_scaffold_7_pilon.1392	RNA-binding protein 45
Dcor_evm.model.hic_scaffold_7_pilon.1393	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1394	Voltage-gated potassium channel subunit beta-2
Dcor_evm.model.hic_scaffold_7_pilon.1395	hypothetical protein L873DRAFT_1672706
Dcor_evm.model.hic_scaffold_7_pilon.1396	PREDICTED: uncharacterized protein LOC108567320
Dcor_evm.model.hic_scaffold_7_pilon.1397	Zinc finger protein 488
Dcor_evm.model.hic_scaffold_7_pilon.1398	PREDICTED: protein vein isoform X4
Dcor_evm.model.hic_scaffold_7_pilon.1399	2',5'-phosphodiesterase 12
Dcor_evm.model.hic_scaffold_7_pilon.14	Glycerol kinase
Dcor_evm.model.hic_scaffold_7_pilon.140	COP9 signalosome complex subunit 8
Dcor_evm.model.hic_scaffold_7_pilon.1400	Protein spire
Dcor_evm.model.hic_scaffold_7_pilon.1401	60S ribosomal protein L4
Dcor_evm.model.hic_scaffold_7_pilon.1402	Dynein regulatory complex subunit 5
Dcor_evm.model.hic_scaffold_7_pilon.1403	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1404	Cytochrome P450 4c3 
Dcor_evm.model.hic_scaffold_7_pilon.1405	Cytochrome P450 4c3
Dcor_evm.model.hic_scaffold_7_pilon.1406	Cytochrome P450 4C1
Dcor_evm.model.hic_scaffold_7_pilon.1407	PREDICTED: uncharacterized protein LOC108563078
Dcor_evm.model.hic_scaffold_7_pilon.1408	PREDICTED: uncharacterized protein LOC108563080
Dcor_evm.model.hic_scaffold_7_pilon.1409	PREDICTED: uncharacterized protein LOC108563080
Dcor_evm.model.hic_scaffold_7_pilon.141	rRNA-processing protein UTP23 homolog
Dcor_evm.model.hic_scaffold_7_pilon.1410	Symplekin
Dcor_evm.model.hic_scaffold_7_pilon.1411	EF-hand domain-containing protein 1
Dcor_evm.model.hic_scaffold_7_pilon.1412	DUF87 domain-containing protein
Dcor_evm.model.hic_scaffold_7_pilon.1413	DUF87 domain-containing protein
Dcor_evm.model.hic_scaffold_7_pilon.1414	Adenylate cyclase type 3 
Dcor_evm.model.hic_scaffold_7_pilon.1415	PREDICTED: LOW QUALITY PROTEIN: zinc finger protein 470-like
Dcor_evm.model.hic_scaffold_7_pilon.1416	Anoctamin-1
Dcor_evm.model.hic_scaffold_7_pilon.1417	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1418	PREDICTED: ankyrin-3
Dcor_evm.model.hic_scaffold_7_pilon.1419	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.142	Breast cancer anti-estrogen resistance protein 3
Dcor_evm.model.hic_scaffold_7_pilon.1420	Translocation protein SEC63 homolog
Dcor_evm.model.hic_scaffold_7_pilon.1421	Akirin
Dcor_evm.model.hic_scaffold_7_pilon.1422	PREDICTED: defensin
Dcor_evm.model.hic_scaffold_7_pilon.1423	Probable cytochrome P450 6a23
Dcor_evm.model.hic_scaffold_7_pilon.1424	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1425	PREDICTED: uncharacterized protein LOC103313062 isoform X2
Dcor_evm.model.hic_scaffold_7_pilon.1426	PREDICTED: transcription factor mef2A-like
Dcor_evm.model.hic_scaffold_7_pilon.1427	5'-3' exoribonuclease 1 
Dcor_evm.model.hic_scaffold_7_pilon.1428	Probable cytochrome P450 6a23
Dcor_evm.model.hic_scaffold_7_pilon.1429	Period circadian protein
Dcor_evm.model.hic_scaffold_7_pilon.143	Zinc finger protein Gfi-1
Dcor_evm.model.hic_scaffold_7_pilon.1430	PREDICTED: zinc finger protein 676-like
Dcor_evm.model.hic_scaffold_7_pilon.1431	PREDICTED: uncharacterized protein LOC108559825
Dcor_evm.model.hic_scaffold_7_pilon.1432	PREDICTED: nuclear receptor subfamily 2 group E member 1-like
Dcor_evm.model.hic_scaffold_7_pilon.1433	GATA-binding factor A
Dcor_evm.model.hic_scaffold_7_pilon.1434	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1435	Transcription factor GATA-6
Dcor_evm.model.hic_scaffold_7_pilon.1436	hypothetical protein
Dcor_evm.model.hic_scaffold_7_pilon.1437	Transcription factor GATA-4
Dcor_evm.model.hic_scaffold_7_pilon.1438	Parent=b055b847-308e-448e-874e-09e73dd7f201
Dcor_evm.model.hic_scaffold_7_pilon.1439	Y-box factor homolog
Dcor_evm.model.hic_scaffold_7_pilon.144	General odorant-binding protein 19d
