,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein_ID,Annotation,Dcor_Gene,padj
10286,24.47202264,-0.096243145,1.197129964,-0.080394901,0.935923182,0.979786422,Hol_evm.model.scaffold16631.1,Fanconi anemia group M protein homolog,Dcor_evm.model.hic_scaffold_10_pilon.676,0.979786422
10755,217.0696213,-0.065561104,0.816999238,-0.080246224,0.936041427,0.979819097,Hol_evm.model.scaffold17633.4,Enolase-phosphatase E1,Dcor_evm.model.hic_scaffold_9_pilon.1848,0.979819097
1848,967.8616759,-0.045884789,0.574364398,-0.07988794,0.936326382,0.980026255,Hol_evm.model.scaffold02444.1,P3protein,Dcor_evm.model.hic_scaffold_3_pilon.1065,0.980026255
6031,422.7798162,-0.096148061,1.212649179,-0.079287615,0.936803857,0.980434864,Hol_evm.model.scaffold08723.2,Tetraspanin-6,Dcor_evm.model.hic_scaffold_3_pilon.576,0.980434864
931,2488.481843,-0.04525268,0.572455371,-0.079050144,0.936992739,0.980450251,Hol_evm.model.scaffold01203.2,Remodeling and spacing factor 1,Dcor_evm.model.hic_scaffold_10_pilon.447,0.980450251
10126,288.7738848,0.058911372,0.744737774,0.07910351,0.936950291,0.980450251,Hol_evm.model.scaffold16204.4,ATPase family AAA domain-containing protein 5,Dcor_evm.model.hic_scaffold_1_pilon.415,0.980450251
661,190.0062865,0.059992179,0.763820819,0.078542215,0.937396752,0.980508467,Hol_evm.model.scaffold00885.2,PREDICTED: uncharacterized protein LOC108562862,Dcor_evm.model.hic_scaffold_9_pilon.1318,0.980508467
1021,452.9276971,-0.045082888,0.573933887,-0.078550665,0.93739003,0.980508467,Hol_evm.model.scaffold01355.4,Differentially expressed in FDCP 6 homolog,Dcor_evm.model.hic_scaffold_1_pilon.1034,0.980508467
4535,469.8664685,0.047907334,0.608924254,0.078675359,0.937290845,0.980508467,Hol_evm.model.scaffold06240.8,Protein suppressor of hairy wing,Dcor_evm.model.hic_scaffold_9_pilon.685,0.980508467
7250,27.7077733,0.074543128,0.947548126,0.078669491,0.937295513,0.980508467,Hol_evm.model.scaffold11044.1,Adenylate cyclase type 9,Dcor_evm.model.hic_scaffold_6_pilon.4,0.980508467
6965,13.48125364,-0.090756183,1.167978988,-0.077703609,0.938063823,0.980841694,Hol_evm.model.scaffold10469.4,"Glucose dehydrogenase [FAD, quinone]",Dcor_evm.model.hic_scaffold_3_pilon.137,0.980841694
7214,766.4311615,-0.042067769,0.540637722,-0.077811383,0.937978092,0.980841694,Hol_evm.model.scaffold11024.8,Coatomer subunit alpha,Dcor_evm.model.hic_scaffold_8_pilon.126,0.980841694
8790,428.6873193,0.041649869,0.534455706,0.077929506,0.937884128,0.980841694,Hol_evm.model.scaffold13709.7,conserved hypothetical protein,Dcor_evm.model.hic_scaffold_4_pilon.177,0.980841694
9640,61.08558976,0.073076883,0.939201068,0.077807495,0.937981184,0.980841694,Hol_evm.model.scaffold15240.23,NA,NA,0.980841694
5405,846.3942738,0.045357476,0.585293053,0.077495326,0.938229509,0.980923831,Hol_evm.model.scaffold07826.2,-,NA,0.980923831
1511,23.81419386,-0.076297225,0.987245621,-0.07728292,0.938398478,0.981009385,Hol_evm.model.scaffold01916.2,NA,NA,0.981009385
1355,275.4464736,0.055358773,0.723362272,0.076529805,0.938997603,0.981180157,Hol_evm.model.scaffold01710.2,Diphosphomevalonate decarboxylase,Dcor_evm.model.hic_scaffold_6_pilon.919,0.981180157
4026,855.9492552,-0.040644846,0.529103905,-0.076818269,0.938768117,0.981180157,Hol_evm.model.scaffold05456.1,TRMT61A,NA,0.981180157
6572,440.9166113,0.048363813,0.631597374,0.076573803,0.9389626,0.981180157,Hol_evm.model.scaffold09674.3,-,NA,0.981180157
7360,1904.464187,0.049121134,0.64011524,0.076737954,0.938832011,0.981180157,Hol_evm.model.scaffold11223.11,Mitochondrial uncoupling protein 2,Dcor_evm.model.hic_scaffold_8_pilon.797,0.981180157
10094,279.6547061,0.059599898,0.777294165,0.076676117,0.938881204,0.981180157,Hol_evm.model.scaffold16107.3,Ran-binding protein 3,Dcor_evm.model.hic_scaffold_3_pilon.1183,0.981180157
258,687.0113803,-0.047432047,0.623178819,-0.076113061,0.939329149,0.981277105,Hol_evm.model.scaffold00255.7,Ninein,Dcor_evm.model.hic_scaffold_3_pilon.1516,0.981277105
1104,34.91217099,0.084697691,1.113914695,0.076036066,0.939390405,0.981277105,Hol_evm.model.scaffold01452.12,Ejaculatory bulb-specific protein 3,Dcor_evm.model.hic_scaffold_9_pilon.1678,0.981277105
3858,285.6687681,-0.049401827,0.650238428,-0.075974942,0.939439034,0.981277105,Hol_evm.model.scaffold05219.4,Negative elongation factor B,Dcor_evm.model.hic_scaffold_6_pilon.1265,0.981277105
4309,18565.21502,-0.077980838,1.023713763,-0.076174455,0.939280305,0.981277105,Hol_evm.model.scaffold05799.1,hypothetical protein,Dcor_evm.model.hic_scaffold_7_pilon.459,0.981277105
363,141.1123696,-0.096611135,1.282620565,-0.075323239,0.939957532,0.981454451,Hol_evm.model.scaffold00391.1,NA,NA,0.981454451
4097,595.5396004,-0.052898612,0.701113993,-0.075449374,0.939857177,0.981454451,Hol_evm.model.scaffold05573.2,Transmembrane protein 64,Dcor_evm.model.hic_scaffold_2_pilon.367,0.981454451
8378,393.5478268,-0.046259042,0.613713896,-0.075375581,0.939915887,0.981454451,Hol_evm.model.scaffold12711.4,Spliceosome-associated protein CWC27 homolog,Dcor_evm.model.hic_scaffold_9_pilon.60,0.981454451
10928,74.80707478,0.064961579,0.860521556,0.075490938,0.939824108,0.981454451,Hol_evm.model.scaffold17922.3,TWiK family of potassium channels protein 7,Dcor_evm.model.hic_scaffold_5_pilon.678,0.981454451
7375,8088.992971,0.039097642,0.520605975,0.075100255,0.940134945,0.981548661,Hol_evm.model.scaffold11223.28,60S ribosomal protein L13,Dcor_evm.model.hic_scaffold_8_pilon.726,0.981548661
10119,59.96911143,-0.064402045,0.85909344,-0.074965122,0.940242462,0.981569885,Hol_evm.model.scaffold16163.1,PNLIP,NA,0.981569885
4059,590.0010438,-0.0417043,0.561558832,-0.074265237,0.940799337,0.98206017,Hol_evm.model.scaffold05507.2,ERGIC3,NA,0.98206017
10909,66.87455172,0.063094709,0.850947683,0.074146402,0.940893893,0.982067815,Hol_evm.model.scaffold17912.3,-,NA,0.982067815
1220,281.8352026,0.051219469,0.698081105,0.073371802,0.941510256,0.982073794,Hol_evm.model.scaffold01588.8,uncharacterized protein LOC111424110,Dcor_evm.model.hic_scaffold_2_pilon.473,0.982073794
1700,17.57343082,0.091718239,1.245310549,0.073650897,0.941288171,0.982073794,Hol_evm.model.scaffold02177.8,Gustatory receptor,Dcor_evm.model.hic_scaffold_10_pilon.292,0.982073794
2453,99.42809798,0.072088047,0.980828321,0.07349711,0.941410544,0.982073794,Hol_evm.model.scaffold03342.1,-,NA,0.982073794
4753,119.8957102,-0.05695854,0.775823438,-0.073416885,0.941474381,0.982073794,Hol_evm.model.scaffold06621.4,Integrator complex subunit 6-B,Dcor_evm.model.hic_scaffold_5_pilon.460,0.982073794
7979,361.5820625,-0.045744629,0.619899025,-0.073793678,0.941174558,0.982073794,Hol_evm.model.scaffold12025.4,-,NA,0.982073794
8420,254.5173592,-0.051158299,0.695205476,-0.073587308,0.941338771,0.982073794,Hol_evm.model.scaffold12776.5,PREDICTED: protein YIPF5-like isoform X2,Dcor_evm.model.hic_scaffold_4_pilon.1104,0.982073794
8714,199.4044196,-0.070371326,0.955158593,-0.073675018,0.941268978,0.982073794,Hol_evm.model.scaffold13504.4,La-related protein 6,Dcor_evm.model.hic_scaffold_13_pilon.125,0.982073794
7736,400.727202,0.041704701,0.575891212,0.072417672,0.942269522,0.982774715,Hol_evm.model.scaffold11686.1,Alpha- and gamma-adaptin-binding protein p34,Dcor_evm.model.hic_scaffold_5_pilon.1232,0.982774715
4806,472.5682517,-0.03817927,0.52840769,-0.072253435,0.942400222,0.982819981,Hol_evm.model.scaffold06694.4,TMEM70,NA,0.982819981
347,402.4420689,-0.05076249,0.724645765,-0.070051455,0.944152705,0.982836302,Hol_evm.model.scaffold00364.3,Signal-induced proliferation-associated 1-like protein 2,Dcor_evm.model.hic_scaffold_5_pilon.418,0.982836302
536,119.8408588,-0.072763056,1.03333271,-0.070415903,0.943862634,0.982836302,Hol_evm.model.scaffold00690.3,Nucleolar complex protein 4 homolog A,Dcor_evm.model.hic_scaffold_1_pilon.935,0.982836302
1313,657.3731196,0.04803863,0.668511266,0.071859117,0.942714026,0.982836302,Hol_evm.model.scaffold01661.6,Putative sodium-coupled neutral amino acid transporter 10,Dcor_evm.model.hic_scaffold_6_pilon.880,0.982836302
2691,17.98968534,0.10561256,1.47655687,0.071526239,0.942978942,0.982836302,Hol_evm.model.scaffold03636.2,NA,NA,0.982836302
4051,546.0740278,-0.040879554,0.580510528,-0.070420004,0.94385937,0.982836302,Hol_evm.model.scaffold05491.5,UV radiation resistance associated protein,Dcor_evm.model.hic_scaffold_6_pilon.1406,0.982836302
4107,3639.810814,0.036743471,0.514689731,0.071389556,0.943087722,0.982836302,Hol_evm.model.scaffold05594.10,NA,NA,0.982836302
4195,705.0998284,-0.050259902,0.702423133,-0.071552173,0.942958303,0.982836302,Hol_evm.model.scaffold05685.22,Katanin p60 ATPase-containing subunit A-like 1,Dcor_evm.model.hic_scaffold_8_pilon.240,0.982836302
4872,290.3612836,-0.048370813,0.684126682,-0.070704468,0.943632965,0.982836302,Hol_evm.model.scaffold06804.5,RNA polymerase II subunit B1 CTD phosphatase Rpap2,Dcor_evm.model.hic_scaffold_6_pilon.124,0.982836302
5070,4359.60965,-0.048985095,0.695116535,-0.070470336,0.943819311,0.982836302,Hol_evm.model.scaffold07291.1,-,NA,0.982836302
5161,40.18362699,-0.05472611,0.781288722,-0.070045949,0.944157088,0.982836302,Hol_evm.model.scaffold07462.2,PREDICTED: uncharacterized protein LOC108558102,Dcor_evm.model.hic_scaffold_1_pilon.576,0.982836302
5429,224.9639298,0.066020414,0.938973234,0.070311284,0.943945901,0.982836302,Hol_evm.model.scaffold07854.3,Serine/threonine-protein kinase GL21140,Dcor_evm.model.hic_scaffold_10_pilon.858,0.982836302
6747,1061.489812,-0.039137796,0.547157033,-0.071529366,0.942976454,0.982836302,Hol_evm.model.scaffold09956.6,"39S ribosomal protein L28, mitochondrial",Dcor_evm.model.hic_scaffold_5_pilon.1362,0.982836302
6841,454.3763656,-0.042777088,0.598710373,-0.071448717,0.943040638,0.982836302,Hol_evm.model.scaffold10172.1,-,NA,0.982836302
6885,834.0744441,0.043551032,0.615796539,0.070723086,0.943618147,0.982836302,Hol_evm.model.scaffold10258.2,Programmed cell death protein 10,Dcor_evm.model.hic_scaffold_7_pilon.991,0.982836302
6964,129.6728117,0.065401367,0.935237459,0.069930226,0.944249195,0.982836302,Hol_evm.model.scaffold10469.3,DnaJ homolog subfamily C member 5 homolog,Dcor_evm.model.hic_scaffold_2_pilon.405,0.982836302
7965,1311.882736,-0.045088991,0.64398605,-0.070015478,0.94418134,0.982836302,Hol_evm.model.scaffold12018.7,PREDICTED: nucleolin 1-like isoform X1,Dcor_evm.model.hic_scaffold_7_pilon.941,0.982836302
8944,945.2557204,-0.036842744,0.525020728,-0.070173884,0.944055261,0.982836302,Hol_evm.model.scaffold13998.5,rDNA transcriptional regulator pol5,Dcor_evm.model.hic_scaffold_2_pilon.237,0.982836302
9411,1050.518081,0.046053931,0.655589913,0.070248078,0.943996208,0.982836302,Hol_evm.model.scaffold14954.9,Probable maleylacetoacetate isomerase 2 ,Dcor_evm.model.hic_scaffold_6_pilon.854,0.982836302
9499,1171.560794,-0.046369037,0.643613395,-0.07204486,0.942566207,0.982836302,Hol_evm.model.scaffold15139.3,Sorbin and SH3 domain-containing protein 2,Dcor_evm.model.hic_scaffold_4_pilon.317,0.982836302
10054,689.3930596,0.04132298,0.58938135,0.070112465,0.944104145,0.982836302,Hol_evm.model.scaffold16025.14,Serine/threonine-protein kinase SMG1,Dcor_evm.model.hic_scaffold_16_pilon.53,0.982836302
10095,1690.100271,-0.037344106,0.530042639,-0.070454908,0.943831589,0.982836302,Hol_evm.model.scaffold16107.4,Peroxisomal targeting signal 1 receptor,Dcor_evm.model.hic_scaffold_3_pilon.1182,0.982836302
2862,334.4747113,-0.043664616,0.627433683,-0.0695924,0.944518086,0.982881199,Hol_evm.model.scaffold03869.2,FURIN,NA,0.982881199
3275,523.4656225,0.054392388,0.782907891,0.069474823,0.944611672,0.982881199,Hol_evm.model.scaffold04416.5,-,NA,0.982881199
7202,194.2631725,0.047551195,0.682468751,0.069675271,0.944452125,0.982881199,Hol_evm.model.scaffold11012.3,Coiled-coil domain-containing protein 6,Dcor_evm.model.hic_scaffold_7_pilon.86,0.982881199
7817,95.30696684,0.045681271,0.657878117,0.069437286,0.94464155,0.982881199,Hol_evm.model.scaffold11759.2,PREDICTED: uncharacterized protein LOC108568115 isoform X1,Dcor_evm.model.hic_scaffold_10_pilon.1102,0.982881199
4868,844.9364879,0.052847491,0.762379285,0.069319159,0.944735575,0.98288819,Hol_evm.model.scaffold06804.1,ER membrane protein complex subunit 1,Dcor_evm.model.hic_scaffold_3_pilon.877,0.98288819
7489,605.6770121,-0.036026116,0.52091332,-0.069159522,0.944862643,0.982929554,Hol_evm.model.scaffold11366.7,PDPR,NA,0.982929554
2492,60.43606655,-0.082743734,1.202129769,-0.06883095,0.945124182,0.983110787,Hol_evm.model.scaffold03396.7,LPCAT2,NA,0.983110787
2390,768.2318939,-0.039502006,0.576422305,-0.068529628,0.945364036,0.983124586,Hol_evm.model.scaffold03278.2,E3 ubiquitin-protein ligase RNF146-B,Dcor_evm.model.hic_scaffold_47_pilon.22,0.983124586
6158,44.68384067,-0.059042151,0.861427791,-0.068539872,0.945355881,0.983124586,Hol_evm.model.scaffold08908.1,-,NA,0.983124586
6703,151.6624946,0.047764287,0.698558896,0.068375461,0.945486755,0.983124586,Hol_evm.model.scaffold09860.1,ATP-binding cassette sub-family A member 5,Dcor_evm.model.hic_scaffold_2_pilon.364,0.983124586
8415,368.9515468,0.045889472,0.670835764,0.068406419,0.945462112,0.983124586,Hol_evm.model.scaffold12751.15,Bardet-Biedl syndrome 1 protein homolog,Dcor_evm.model.hic_scaffold_3_pilon.1186,0.983124586
1107,78.6297091,-0.057981988,0.851831756,-0.068067417,0.945731967,0.983199135,Hol_evm.model.scaffold01464.3,DDB1- and CUL4-associated factor 12,Dcor_evm.model.contig_85_pilon.1,0.983199135
8482,590.0816669,-0.039276743,0.577039318,-0.068065973,0.945733117,0.983199135,Hol_evm.model.scaffold12896.8,Tetratricopeptide repeat protein 27,Dcor_evm.model.hic_scaffold_6_pilon.1626,0.983199135
358,115.9464004,0.085725522,1.271466152,0.067422575,0.946245298,0.983250274,Hol_evm.model.scaffold00371.1,NA,NA,0.983250274
731,82.90404553,0.067054202,1.013243303,0.066177789,0.947236279,0.983250274,Hol_evm.model.scaffold00962.1,NA,NA,0.983250274
814,274.4262329,-0.06252938,0.92902015,-0.067306807,0.946337458,0.983250274,Hol_evm.model.scaffold01041.2,LisH domain-containing protein ARMC9,Dcor_evm.model.hic_scaffold_10_pilon.1210,0.983250274
923,806.8679877,-0.058557834,0.879277888,-0.066597642,0.946902023,0.983250274,Hol_evm.model.scaffold01178.1,Microtubule-associated protein futsch,Dcor_evm.model.hic_scaffold_4_pilon.388,0.983250274
3400,964.9709908,0.036273724,0.54609561,0.066423761,0.947040454,0.983250274,Hol_evm.model.scaffold04583.5,H(+)/Cl(-) exchange transporter 3,Dcor_evm.model.hic_scaffold_6_pilon.1110,0.983250274
4618,401.1290388,0.055668727,0.835326269,0.066643094,0.946865838,0.983250274,Hol_evm.model.scaffold06387.1,WD repeat-containing protein 36,Dcor_evm.model.hic_scaffold_10_pilon.801,0.983250274
4722,96.23111853,-0.053929211,0.804147858,-0.0670638,0.946530912,0.983250274,Hol_evm.model.scaffold06550.1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase,Dcor_evm.model.hic_scaffold_16_pilon.207,0.983250274
5155,36354.89707,-0.070461972,1.055003969,-0.066788348,0.9467502,0.983250274,Hol_evm.model.scaffold07447.3,-,NA,0.983250274
5368,1493.492747,-0.035105738,0.527502608,-0.066550832,0.946939289,0.983250274,Hol_evm.model.scaffold07791.11,Nuclear transcription factor Y subunit beta,Dcor_evm.model.hic_scaffold_3_pilon.112,0.983250274
5382,94.77054305,-0.061260587,0.907755823,-0.067485755,0.946195002,0.983250274,Hol_evm.model.scaffold07800.10,General transcription factor IIF subunit 2,Dcor_evm.model.contig_53_pilon.1,0.983250274
6384,112.9211569,-0.043636602,0.659769742,-0.066139138,0.947267052,0.983250274,Hol_evm.model.scaffold09304.33,NA,NA,0.983250274
7507,218.4537804,0.047441655,0.715971425,0.066261939,0.947169285,0.983250274,Hol_evm.model.scaffold11387.5,Tuftelin-interacting protein 11,Dcor_evm.model.hic_scaffold_5_pilon.563,0.983250274
8836,60.6794306,-0.055688538,0.83535718,-0.066664343,0.946848921,0.983250274,Hol_evm.model.scaffold13803.4,Synaptic vesicle glycoprotein 2C,Dcor_evm.model.hic_scaffold_9_pilon.1349,0.983250274
8902,107.895339,-0.055289743,0.834046392,-0.066290968,0.947146174,0.983250274,Hol_evm.model.scaffold13932.4,NA,NA,0.983250274
9124,107.0054221,0.065656276,0.980445095,0.066965786,0.946608941,0.983250274,Hol_evm.model.scaffold14336.3,RAD51C,NA,0.983250274
10650,73.75757847,0.060769766,0.908652956,0.066878962,0.946678062,0.983250274,Hol_evm.model.scaffold17378.2,PRKG1,NA,0.983250274
10795,294.7402046,0.040423383,0.601882553,0.06716158,0.946453071,0.983250274,Hol_evm.model.scaffold17730.4,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Dcor_evm.model.hic_scaffold_3_pilon.836,0.983250274
3603,736.0408234,-0.039362687,0.596373859,-0.066003374,0.947375139,0.983271809,Hol_evm.model.scaffold04861.3,Glutathione S-transferase D1,Dcor_evm.model.hic_scaffold_10_pilon.63,0.983271809
2117,203.5880156,0.0404275,0.616633206,0.065561666,0.94772681,0.98354613,Hol_evm.model.scaffold02815.3,Metal regulatory transcription factor 1,Dcor_evm.model.hic_scaffold_7_pilon.409,0.98354613
3814,62.58492794,0.050795625,0.781268749,0.06501684,0.948160592,0.983667586,Hol_evm.model.scaffold05193.3,Nose resistant to fluoxetine protein 6,Dcor_evm.model.hic_scaffold_4_pilon.412,0.983667586
4266,13.20739311,0.083549265,1.290212,0.06475623,0.948368092,0.983667586,Hol_evm.model.scaffold05743.1,NA,NA,0.983667586
4955,296.4636123,0.03982009,0.610631526,0.065211324,0.948005745,0.983667586,Hol_evm.model.scaffold07018.3,GMPS,NA,0.983667586
6761,3685.722271,0.039202707,0.60461961,0.06483863,0.948302484,0.983667586,Hol_evm.model.scaffold10007.2,-,NA,0.983667586
7959,660.9008652,-0.036572214,0.562196908,-0.065052322,0.948132342,0.983667586,Hol_evm.model.scaffold12018.1,NDUFA7,NA,0.983667586
9390,260.4694621,-0.044997077,0.693308219,-0.064901981,0.948252043,0.983667586,Hol_evm.model.scaffold14907.4,Nucleoside diphosphate kinase 6,Dcor_evm.model.hic_scaffold_1_pilon.536,0.983667586
5533,136.7638074,-0.047454037,0.739447222,-0.064175016,0.948830871,0.984056927,Hol_evm.model.scaffold07988.1,Probable multidrug resistance-associated protein lethal(2)03659,Dcor_evm.model.hic_scaffold_7_pilon.498,0.984056927
5899,1159.450533,0.042080944,0.659345623,0.063822285,0.949111734,0.984257544,Hol_evm.model.scaffold08515.6,NA,NA,0.984257544
4839,1611.961837,-0.033359296,0.524838024,-0.063561127,0.949319686,0.98429186,Hol_evm.model.scaffold06758.7,Pleckstrin homology-like domain family B member 2,Dcor_evm.model.hic_scaffold_6_pilon.1114,0.98429186
6175,215.4133079,0.042179509,0.663108287,0.063608779,0.949281741,0.98429186,Hol_evm.model.scaffold08933.11,DNA-directed RNA polymerase III subunit RPC10,Dcor_evm.model.hic_scaffold_3_pilon.580,0.98429186
1365,1744.130939,0.034266447,0.544258239,0.062959905,0.949798432,0.984425589,Hol_evm.model.scaffold01715.2,Atlastin,Dcor_evm.model.hic_scaffold_9_pilon.1514,0.984425589
3062,4992.009592,0.031760538,0.501997295,0.063268346,0.949552822,0.984425589,Hol_evm.model.scaffold04116.15,Nascent polypeptide-associated complex subunit alpha,Dcor_evm.model.hic_scaffold_9_pilon.175,0.984425589
5751,384.2738264,0.037541136,0.595097953,0.063083961,0.949699646,0.984425589,Hol_evm.model.scaffold08269.3,Small nuclear ribonucleoprotein Sm D3,Dcor_evm.model.hic_scaffold_2_pilon.613,0.984425589
8969,157.0236135,0.042427978,0.673311262,0.063013913,0.949755425,0.984425589,Hol_evm.model.scaffold14056.1,TMTC4,NA,0.984425589
2613,533.0170145,-0.038009147,0.60651147,-0.062668471,0.950030504,0.984575478,Hol_evm.model.scaffold03521.5,PXMP2/4 family protein 4,Dcor_evm.model.hic_scaffold_3_pilon.1450,0.984575478
7436,1009.005563,0.037443727,0.60131543,0.062269692,0.950348064,0.984723286,Hol_evm.model.scaffold11294.2,NOC3L,NA,0.984723286
10824,1957.178705,-0.033130363,0.531781869,-0.062300662,0.950323401,0.984723286,Hol_evm.model.scaffold17779.2,Peroxisomal membrane protein 2,Dcor_evm.model.hic_scaffold_3_pilon.596,0.984723286
7553,129.4893257,-0.041414942,0.669658853,-0.061844836,0.950686398,0.984983201,Hol_evm.model.scaffold11462.3,NA,NA,0.984983201
1218,1175.743889,-0.031722003,0.521483391,-0.060830324,0.95149434,0.984992527,Hol_evm.model.scaffold01588.6,Sulfite oxidase,Dcor_evm.model.hic_scaffold_10_pilon.1245,0.984992527
